md5,folder,tags,canonical_path,duplicate_paths,copy_name
07dabf54c3e3591b2c35b9c9167ca6c8,talc_bearing__coarse,coarse|talc_bearing,Фото руд по сортам. ч1/Оталькованные руды/DSCN4717.JPG,Фото руд по сортам. ч2/рядовые/DSCN4717.JPG,07dabf54c3e3_DSCN4717.JPG
07ee6c7ff74378f3941e446b3cf8b844,non_talc_bearing__coarse,coarse|non_talc_bearing,Фото руд по сортам. ч1/Рядовые руды/DSCN3845.JPG,,07ee6c7ff743_DSCN3845.JPG
08336a828ee33edb44b06c752608caa8,talc_bearing__unknown_intergrowth,talc_bearing,Фото руд по сортам. ч2/оталькованные/1907296.jpg,,08336a828ee3_1907296.jpg
08701f2c9f6e6d3e6f5a01ba021fa6c9,panoramas,panorama,Панорамы/8.jpg,,08701f2c9f6e_8.jpg
0881c7f2c8d4f7b13f5a7bec1f759f46,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN1050.JPG,,0881c7f2c8d4_DSCN1050.JPG
0889c0cc9a03fe205087633a75c0721c,talc_bearing__unknown_intergrowth,talc_bearing,Фото руд по сортам. ч2/оталькованные/-35.jpg,,0889c0cc9a03_-35.jpg
089efd3b6bdc274c1d56009f140d9ea5,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/DSCN1196.JPG,,089efd3b6bdc_DSCN1196.JPG
08a8da148b7a8ad6862ab76ae9a91494,talc_bearing__unknown_intergrowth,talc_bearing,Фото руд по сортам. ч1/Оталькованные руды/DSCN5180.JPG,,08a8da148b7a_DSCN5180.JPG
08be9c88e202176a72fc7c5749f79d81,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/8_.jpg,,08be9c88e202_8_.jpg
08f53af4e32fbb856f575852a56fcad1,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/173.JPG,,08f53af4e32f_173.JPG
090aa2607b7798b9a51f1256e3bb9ddf,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/124_.jpg,,090aa2607b77_124_.jpg
0926d5d945d8bbd815e63cc9e58cf60e,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN1531.JPG,,0926d5d945d8_DSCN1531.JPG
0954c674bfb96b0ac277a777c84920aa,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/DSCN0474.JPG,,0954c674bfb9_DSCN0474.JPG
09557d2d80c822ae8260f57380d38cdf,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/111.JPG,,09557d2d80c8_111.JPG
095b90c628954f25dd03fd3ae09b9b8b,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/DSCN4264.JPG,,095b90c62895_DSCN4264.JPG
095f540d1a5e5d46541c12bd9cbeab58,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN4299.JPG,,095f540d1a5e_DSCN4299.JPG
09aed0d9c110543fdc3e81cc3c38eb59,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/137.JPG,,09aed0d9c110_137.JPG
0a2ee0ce79a6c96ed84e04843fb81412,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN8763.JPG,,0a2ee0ce79a6_DSCN8763.JPG
0a2fc05e60a4d2f59b470eb857f13c28,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN1760.JPG,,0a2fc05e60a4_DSCN1760.JPG
0a64639f7852b1dc5fe47a671e46035e,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN4298.JPG,,0a64639f7852_DSCN4298.JPG
0a6e918d613f7790959f65e485b0cdfc,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN1211.JPG,,0a6e918d613f_DSCN1211.JPG
0af48fa807f4915bd420441c41708a1e,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/77.JPG,,0af48fa807f4_77.JPG
0b4222d97dc14ce1e7c3295e15922ca9,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/122.JPG,,0b4222d97dc1_122.JPG
0b5359a3264e43e756e7a82cd8813303,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/DSCN3596.JPG,,0b5359a3264e_DSCN3596.JPG
0bf8ede9ec502b8f88c8ad426d3d61f8,panoramas,panorama,Панорамы/10.jpg,,0bf8ede9ec50_10.jpg
0c014ea49c30928139827903eca78e3d,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN6289.JPG,,0c014ea49c30_DSCN6289.JPG
0c04ecd82b874716fe990bcbae33d6d2,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/30.jpg,,0c04ecd82b87_30.jpg
0c4f7cafa024926b25a6ce233332e29b,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN4401.JPG,,0c4f7cafa024_DSCN4401.JPG
0c5917e59785c1f4e858a2bd87ba3634,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/DSCN2368.JPG,,0c5917e59785_DSCN2368.JPG
0cd67aeb40db1183936b979b3e84f280,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/DSCN1085.JPG,,0cd67aeb40db_DSCN1085.JPG
0cebc05bc5f8350ddf7cdf358220ed18,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/108_.jpg,,0cebc05bc5f8_108_.jpg
0cf2a9084ee7b116a4f0946dd08fe25d,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN1071.JPG,,0cf2a9084ee7_DSCN1071.JPG
0d872d7768633513a413134674f42909,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/108.JPG,,0d872d776863_108.JPG
0dc48d530b12d04e3c9d1b7ded7a9a3c,non_talc_bearing__fine,fine|non_talc_bearing,Фото руд по сортам. ч1/Труднообогатимые руды/DSCN4751.JPG,,0dc48d530b12_DSCN4751.JPG
0e0050b7d65e11de5bf643d8e2364722,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/DSCN1536.JPG,,0e0050b7d65e_DSCN1536.JPG
0e00ddf443ec59f7bd489ba878a75db5,non_talc_bearing__coarse,coarse|non_talc_bearing,Фото руд по сортам. ч1/Рядовые руды/DSCN3824.JPG,,0e00ddf443ec_DSCN3824.JPG
0e3c97b7a7ab2e52f2944a73b1c0b00a,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/160.JPG,,0e3c97b7a7ab_160.JPG
0e8ceb0e381c779806345d45a3a030b3,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN1785.JPG,,0e8ceb0e381c_DSCN1785.JPG
0e8f1cc9f65b2d9456c560babcc8ec1d,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/145.JPG,,0e8f1cc9f65b_145.JPG
0f22d1987c1d6be58e69446e516ce087,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/DSCN4279.JPG,,0f22d1987c1d_DSCN4279.JPG
0f4f109074ec9cfc9543ed1c7d3afc9f,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN4273.JPG,,0f4f109074ec_DSCN4273.JPG
0fa437a33d2dee3a9df8542bf01b9b4f,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/77.JPG,,0fa437a33d2d_77.JPG
0fe0abbfa314d224ffb6ac87dddb1fe4,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/68 3.jpg,,0fe0abbfa314_68 3.jpg
100211c63309993b905fa42dfbdb8956,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN1780.JPG,,100211c63309_DSCN1780.JPG
1006a0a7b8ef43b966fd112211526b1a,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/155.JPG,,1006a0a7b8ef_155.JPG
106fc6c77fced524101bb57234009b24,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/70.jpg,,106fc6c77fce_70.jpg
10c8cf886f2ea9314685467e85c8a2da,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN1007.JPG,,10c8cf886f2e_DSCN1007.JPG
10f6cf17ce96b97c905ff3ef82730ce0,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/8.jpg,,10f6cf17ce96_8.jpg
11654e4fa1cc93a9bb14e98606ec12e2,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/22.jpg,,11654e4fa1cc_22.jpg
116b926d5189f035619c552743f6e0e3,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/DSCN4441.JPG,,116b926d5189_DSCN4441.JPG
1261901c1b7c1bc983cf7cf626feb476,talc_bearing__unknown_intergrowth,talc_bearing,Фото руд по сортам. ч2/оталькованные/41.jpg,,1261901c1b7c_41.jpg
126fcbc3881b52371a87ebee8b0012e0,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN8641.JPG,,126fcbc3881b_DSCN8641.JPG
1301972dbd85c5f168fd0ebf2a1bb8d5,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/2-.jpg,,1301972dbd85_2-.jpg
1329d5da9bd0248d54ae59e166280d8e,non_talc_bearing__fine,fine|non_talc_bearing,Фото руд по сортам. ч1/Труднообогатимые руды/2550492-1 20x.JPG,,1329d5da9bd0_2550492-1 20x.JPG
1366484b20d04303682d5fd87b21c18c,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN1208.JPG,,1366484b20d0_DSCN1208.JPG
141d2e78d9fe664ce400c6b8174d2181,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/1820350 1.jpg,,141d2e78d9fe_1820350 1.jpg
144f532630d79efe76ba382b7e4f890c,panoramas,panorama,Панорамы/15.jpg,,144f532630d7_15.jpg
1482e4140ca49369b58126fc42f2554d,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN1076.JPG,,1482e4140ca4_DSCN1076.JPG
148b61ba5ed4769442afcef6967b525d,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN4277.JPG,,148b61ba5ed4_DSCN4277.JPG
1553aa04ac77cdaec048cf8580aea35e,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN6269.JPG,,1553aa04ac77_DSCN6269.JPG
155df4c01e44b0ba336ab44ae72bd06e,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/124.JPG,,155df4c01e44_124.JPG
15a88fc3122965da226047fd91b83455,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/DSCN4390.JPG,,15a88fc31229_DSCN4390.JPG
167f569c052fa386dc697b5935b2295f,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/164.JPG,,167f569c052f_164.JPG
16ca8afddc219ce8d68a55f29a8e220c,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN1521.JPG,,16ca8afddc21_DSCN1521.JPG
16d122024661131c95333ddac7e0b741,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/1820343 3.jpg,,16d122024661_1820343 3.jpg
17606688d5d8136b9e690daad965a777,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/25_.jpg,Фото руд по сортам. ч2/рядовые/31_.jpg,17606688d5d8_25_.jpg
17a68edb53af2d2e19dbf1bb70b490a4,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/DSCN2356.JPG,,17a68edb53af_DSCN2356.JPG
184a2e8629788b1134ab1b967ec3a514,talc_bearing__unknown_intergrowth,talc_bearing,Фото руд по сортам. ч2/оталькованные/1822101 1.jpg,,184a2e862978_1822101 1.jpg
18906a62e180d8b0bffcfd5be038e8fd,non_talc_bearing__coarse,coarse|non_talc_bearing,Фото руд по сортам. ч1/Рядовые руды/DSCN2134.JPG,Фото руд по сортам. ч2/рядовые/79.JPG,18906a62e180_DSCN2134.JPG
18abd84f90645e4dee29974bce4c9253,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/67.jpg,,18abd84f9064_67.jpg
18f9bcd06425724958542e63d18c0fe2,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/71 (2).jpg,,18f9bcd06425_71 (2).jpg
19087c6687cba630e72525cd728dab77,non_talc_bearing__coarse,coarse|non_talc_bearing,Фото руд по сортам. ч1/Рядовые руды/DSCN2176.JPG,Фото руд по сортам. ч2/рядовые/84.JPG,19087c6687cb_DSCN2176.JPG
19312796fb748be880cc54b241500fc5,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN6123.JPG,,19312796fb74_DSCN6123.JPG
19411a4d4136e1ae936acff3b86f067f,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/175.JPG,,19411a4d4136_175.JPG
19bc08680b3fab6304b5b285548f8db6,talc_bearing__unknown_intergrowth,talc_bearing,Фото руд по сортам. ч2/оталькованные/151_.jpg,,19bc08680b3f_151_.jpg
19c3ffb2bf55032b2c01d8b5a76673bf,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/256 2.jpg,,19c3ffb2bf55_256 2.jpg
1a0757d8d043805b8cd5b85d12416910,unknown_talc__coarse_and_fine,coarse|fine,Фото руд по сортам. ч2/рядовые/DSCN4423.JPG,Фото руд по сортам. ч2/тонкие/DSCN4423.JPG,1a0757d8d043_DSCN4423.JPG
1a458446bf06b121451d52c3ff69e392,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/127.JPG,,1a458446bf06_127.JPG
1a65ddc3de63b630dc6d3ccb88923b25,non_talc_bearing__fine,fine|non_talc_bearing,Фото руд по сортам. ч1/Труднообогатимые руды/DSCN2244.JPG,,1a65ddc3de63_DSCN2244.JPG
1b9f2ee0352c324622da732f41514818,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/142.JPG,,1b9f2ee0352c_142.JPG
1be7b058f2d7dc5612cf8474425d5fee,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/DSCN4426.JPG,,1be7b058f2d7_DSCN4426.JPG
1c11469524aea7056ba122838d9f582e,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/42.jpg,,1c11469524ae_42.jpg
1c9fbed98d0e619b2fe16971169a2a1c,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/1820357 1.jpg,,1c9fbed98d0e_1820357 1.jpg
1cd67affd3714a25b1ad75c22353059f,talc_bearing__unknown_intergrowth,talc_bearing,Фото руд по сортам. ч2/оталькованные/DSCN4303.JPG,,1cd67affd371_DSCN4303.JPG
1d44811388dcc8dc9776cdb42f66e342,non_talc_bearing__coarse,coarse|non_talc_bearing,Фото руд по сортам. ч1/Рядовые руды/DSCN4051.JPG,Фото руд по сортам. ч2/рядовые/133.JPG,1d44811388dc_DSCN4051.JPG
1d95b3084ee396fb7d4b9191399e3070,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/40.jpg,,1d95b3084ee3_40.jpg
1da1899dd3926779c95908dfe95c7f32,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/DSCN3373 — копия.JPG,,1da1899dd392_DSCN3373 — копия.JPG
1db2fdddc8259b117d49f34c9dc278e5,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/DSCN1434.JPG,,1db2fdddc825_DSCN1434.JPG
1df6f6ef91462deff3eccd3be708a96c,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN1974.JPG,,1df6f6ef9146_DSCN1974.JPG
1e4c722500ec0b7a4d449a28bee20688,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN4297.JPG,,1e4c722500ec_DSCN4297.JPG
1e8f19cfac27b82d7b95f2e543bcfb72,talc_bearing__unknown_intergrowth,talc_bearing,Фото руд по сортам. ч1/Оталькованные руды/DSCN3048.JPG,,1e8f19cfac27_DSCN3048.JPG
1ec29658d557f0fa86a874c8ea65fe66,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/52_.jpg,,1ec29658d557_52_.jpg
1f06191459cd326e683c985b5bfd4258,talc_bearing__unknown_intergrowth,talc_bearing,Фото руд по сортам. ч2/оталькованные/-20.jpg,,1f06191459cd_-20.jpg
1f0cf673a719e5de360f00df577bbd5c,talc_bearing__unknown_intergrowth,talc_bearing,Фото руд по сортам. ч1/Оталькованные руды/2550374-2 10х.JPG,,1f0cf673a719_2550374-2 10х.JPG
1f1545e140afa2dbf873e99444e58ee1,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/DSCN8693.JPG,,1f1545e140af_DSCN8693.JPG
1f3dc940e464395c9da6bc9168b80dcd,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/14.jpg,,1f3dc940e464_14.jpg
1f9a6350c10cfc4c69e59492253c7d47,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/DSCN3296.JPG,,1f9a6350c10c_DSCN3296.JPG
20c82002efb25b2ec8ce9764c81375f6,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN1982.JPG,,20c82002efb2_DSCN1982.JPG
20d18dad51d441902a84c0a5b3e185c2,non_talc_bearing__coarse,coarse|non_talc_bearing,Фото руд по сортам. ч1/Рядовые руды/DSCN2191.JPG,,20d18dad51d4_DSCN2191.JPG
20eaafd36e05fc938722da34b9b5dfc8,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/DSCN2966.JPG,,20eaafd36e05_DSCN2966.JPG
20f457ffb9de570833fa83f8ef165548,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/139.JPG,,20f457ffb9de_139.JPG
2152e52b67f68d6af07447f37c47ae29,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/43.jpg,,2152e52b67f6_43.jpg
2165f7c895c172c9b5ba8c8f17b047c9,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/92_.jpg,,2165f7c895c1_92_.jpg
2195c5cd27627506befa5be4cc214ba0,non_talc_bearing__coarse,coarse|non_talc_bearing,Фото руд по сортам. ч1/Рядовые руды/DSCN2258.JPG,,2195c5cd2762_DSCN2258.JPG
21ba5a432cd9cc9cfdaa0893d153f62a,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/DSCN1232.JPG,,21ba5a432cd9_DSCN1232.JPG
21d08e40b9fec47a1ff495647a3082e3,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN4330.JPG,,21d08e40b9fe_DSCN4330.JPG
2282478f5e1a8c352b36897bfa2ab744,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/70_.jpg,,2282478f5e1a_70_.jpg
228b01ac38b73e0bcda9aaec829c7bd7,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/121.JPG,,228b01ac38b7_121.JPG
229742b42a6d7bdb34b1d8971c5174d4,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/138.JPG,,229742b42a6d_138.JPG
230c7aac7d463935cb3d38a2dd0bec4b,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/128.JPG,,230c7aac7d46_128.JPG
2317339416448a857121050af050885e,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/109_.jpg,,231733941644_109_.jpg
2320ef66d2baa53c2e0f03e884e46518,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/DSCN8651.JPG,,2320ef66d2ba_DSCN8651.JPG
232803c39960294705f70f0833f8c2ba,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/DSCN4446.JPG,,232803c39960_DSCN4446.JPG
236d54299b4458148873524abb7238ac,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/96.JPG,,236d54299b44_96.JPG
23f2beb05498831416428ee03ba1dae8,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/DSCN6191.JPG,,23f2beb05498_DSCN6191.JPG
23fb898c07cb4410fe60ae411d1a114b,non_talc_bearing__coarse,coarse|non_talc_bearing,Фото руд по сортам. ч1/Рядовые руды/DSCN2012.JPG,,23fb898c07cb_DSCN2012.JPG
248913df57776b37f33e6f05f5eb19a0,unknown_talc__fine,fine,Фото руд по сортам. ч2/тонкие/126_.jpg,,248913df5777_126_.jpg
24a40c7338bc4f96f92bbcd622ca24cb,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/DSCN0639.JPG,,24a40c7338bc_DSCN0639.JPG
24abec1bb5c7f4437ca2a6c8ff97bb65,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/81.JPG,,24abec1bb5c7_81.JPG
25006fe9448db4a09cdd61b3a48d740c,unknown_talc__coarse,coarse,Фото руд по сортам. ч2/рядовые/2.jpg,,25006fe9448d_2.jpg
2510e249019f2e58b2745024caa7f79b,non_talc_bearing__fine,fine|non_talc_bearing,Фото руд по сортам. ч1/Труднообогатимые руды/2652976 10x 2.JPG,,2510e249019f_2652976 10x 2.JPG
