md5,relative_path,tags
8a1977b43dc0ba2c39a71850393dcb64,Фото руд по сортам. ч1/Оталькованные руды/DSCN4720.JPG,talc_bearing
fda46c166230c2fc21f39af757c75646,Фото руд по сортам. ч1/Оталькованные руды/DSCN4721.JPG,coarse|talc_bearing
fda46c166230c2fc21f39af757c75646,Фото руд по сортам. ч2/рядовые/DSCN4721.JPG,coarse|talc_bearing
bc2117b9d92379d657f5df58bad64392,Фото руд по сортам. ч1/Оталькованные руды/DSCN4727.JPG,talc_bearing
6f65c2cc7dcec1d16d537c38cd0e12c9,Фото руд по сортам. ч1/Оталькованные руды/DSCN4728.JPG,talc_bearing
d62bd4405a7c4859330ec107988a66e0,Фото руд по сортам. ч1/Оталькованные руды/DSCN4730.JPG,talc_bearing
7425102947d33fc7019d5b2af9c265e4,Фото руд по сортам. ч1/Оталькованные руды/DSCN4731.JPG,coarse|talc_bearing
7425102947d33fc7019d5b2af9c265e4,Фото руд по сортам. ч2/рядовые/DSCN4731.JPG,coarse|talc_bearing
e0a997ba44026d72b918550d699f5d28,Фото руд по сортам. ч1/Оталькованные руды/DSCN4732.JPG,coarse|talc_bearing
e0a997ba44026d72b918550d699f5d28,Фото руд по сортам. ч2/рядовые/DSCN4732.JPG,coarse|talc_bearing
f750f45a5c0d4f720bd979bd60b172c1,Фото руд по сортам. ч1/Оталькованные руды/DSCN4733.JPG,talc_bearing
4f9994b988d45cc0fc6d8dfb4b972c2b,Фото руд по сортам. ч1/Оталькованные руды/DSCN4734.JPG,talc_bearing
57cb134ef15fb534e63e4c89cde68505,Фото руд по сортам. ч1/Оталькованные руды/DSCN4735.JPG,coarse|talc_bearing
57cb134ef15fb534e63e4c89cde68505,Фото руд по сортам. ч2/рядовые/DSCN4735.JPG,coarse|talc_bearing
c704256f968bb9a8491236a1ef4b71b5,Фото руд по сортам. ч1/Оталькованные руды/DSCN4754.JPG,talc_bearing
a04f62860630de36ba81a13ac2b6d2fa,Фото руд по сортам. ч1/Оталькованные руды/DSCN4755.JPG,coarse|talc_bearing
a04f62860630de36ba81a13ac2b6d2fa,Фото руд по сортам. ч2/рядовые/DSCN4755.JPG,coarse|talc_bearing
c41fce2a36f47d0fc24a66e6d7e31cee,Фото руд по сортам. ч1/Оталькованные руды/DSCN5032.JPG,talc_bearing
08a8da148b7a8ad6862ab76ae9a91494,Фото руд по сортам. ч1/Оталькованные руды/DSCN5180.JPG,talc_bearing
856f91a5ad3e48fc2015bb99a1509c9a,Фото руд по сортам. ч1/Оталькованные руды/DSCN5183.JPG,talc_bearing
9ffb377b6ebf7beae09cb5cf33bdc43b,Фото руд по сортам. ч1/Оталькованные руды/DSCN5185.JPG,talc_bearing
9556fbd8f152ce985c01bd0f1e484e34,Фото руд по сортам. ч1/Оталькованные руды/DSCN5186.JPG,talc_bearing
a65f7d86ffb68de5d6c42c5134e2cb1f,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/2550374-2 10х.JPG,talc_annotation|talc_bearing
920489a159a0becfbd6e05c38a5dba48,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/2550375-1 10х.JPG,talc_annotation|talc_bearing
c7316d19c92cdbcc0ace95b2c21ec252,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/2550375-3 5х.JPG,talc_annotation|talc_bearing
835792ac25b74a2d9ad94bcb10fc7c2e,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/2550376-1 5x.JPG,talc_annotation|talc_bearing
dd052b295b3cd6fea6ef12c7f288134e,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/2550376-2 10x.JPG,talc_annotation|talc_bearing
6b1f4f51cecdbd1946aecfd268b6a03c,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/2550377-1 5x.JPG,talc_annotation|talc_bearing
c1f73300b49f83986b7eed7e9cff951b,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/2550378-1 5x.JPG,talc_annotation|talc_bearing
0ecffe3f1660259120c49346b4bf34a1,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/2550381-1 10x.JPG,talc_annotation|talc_bearing
858e7e1e5ee16db20b0ee315dacc13e4,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/2550381-2 10x.JPG,talc_annotation|talc_bearing
da635cff332e44227370f01f11a9cb14,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/2550382-1 10x.JPG,talc_annotation|talc_bearing
19b0924680e3f85deba49789de3643f8,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN3042.JPG,talc_annotation|talc_bearing
f528bec19d8720271fc0389cb8831bed,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN3048.JPG,talc_annotation|talc_bearing
288e93fd3dbda250326a2c1ac8424763,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN3051.JPG,talc_annotation|talc_bearing
d2ce210b556d10eda921aa1883dfd4fa,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN3052.JPG,talc_annotation|talc_bearing
532d88388bdadf27b4f0c678454ef6b2,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN3053.JPG,talc_annotation|talc_bearing
801bf0b728c88570d08d17bbcc163bc3,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN3056.JPG,talc_annotation|talc_bearing
e2c72328181b94545ecb373ec8f1066c,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN3057.JPG,talc_annotation|talc_bearing
ad9e9e184e347c01e78e154868346207,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN3066.JPG,talc_annotation|talc_bearing
7d3f73a3b91e6fdfaea7daf2a9f111be,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN4695.JPG,talc_annotation|talc_bearing
e6099f9e620cdd3efd77dde043ef69c9,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN4708.JPG,talc_annotation|talc_bearing
f06f17ff045a0909c8e3f7a71e0ce24d,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN4714.JPG,talc_annotation|talc_bearing
056d8dbda200389d76a881948d841f53,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN4715.JPG,talc_annotation|talc_bearing
4b1e0857989065bd0f8205744dc3e8b1,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN4717.JPG,talc_annotation|talc_bearing
ed5acb179dce26eb7d5f18a95f4dcd67,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN4718.JPG,talc_annotation|talc_bearing
5040e9f053cf8d1b71757111b1c811dd,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN4719.JPG,talc_annotation|talc_bearing
651363d1844450915bd5f197d5caa911,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN4720.JPG,talc_annotation|talc_bearing
bb01ab6928cc0abf187d9a8c49f1d733,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN4721.JPG,talc_annotation|talc_bearing
43d68670bb94cb072e66d1ad34866819,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN4727.JPG,talc_annotation|talc_bearing
864c572469f6c5d93e6f4a1eea62f746,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN4728.JPG,talc_annotation|talc_bearing
5c5f8c6a0987bf3764b761a2c424dbf4,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN4730.JPG,talc_annotation|talc_bearing
7f9ee4bab7f092286a37fbc8acd7f813,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN4731.JPG,talc_annotation|talc_bearing
9c6e2a3db7aee422043f03f153c5c9ae,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN4732.JPG,talc_annotation|talc_bearing
7930fbb5d6e0c209f52bbec34581094a,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN4733.JPG,talc_annotation|talc_bearing
cc27680e16a34753511ac610d5128995,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN4734.JPG,talc_annotation|talc_bearing
561b6ec2f03c1aad47cffa7c880a8416,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN4735.JPG,talc_annotation|talc_bearing
49cd57ed151a84edeb2364577a3d1819,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN4754.JPG,talc_annotation|talc_bearing
3c43fb1d66166ecf4701c310ca674100,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN4755.JPG,talc_annotation|talc_bearing
7b011ed7a50e3c726acbe1162c21ab70,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN5032.JPG,talc_annotation|talc_bearing
b49853b138c6b4cf1059efe90a4b9feb,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN5180.JPG,talc_annotation|talc_bearing
1dab29abe8d954001c9a84e64dbd4f3e,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN5183.JPG,talc_annotation|talc_bearing
51da1462625137580fce0d0791e3ca1e,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN5185.JPG,talc_annotation|talc_bearing
e296f1164425d0b67c675afb616eea53,Фото руд по сортам. ч1/Оталькованные руды/Области оталькования/DSCN5186.JPG,talc_annotation|talc_bearing
631dba2c11d40eef3a2d1a1cdf6f934d,Фото руд по сортам. ч1/Рядовые руды/2539589-1.JPG,coarse|non_talc_bearing
475876382853a3cc59977d0fe37c59b1,Фото руд по сортам. ч1/Рядовые руды/2539589-2.JPG,coarse|non_talc_bearing
74396db75c1b522095b3bb08007015eb,Фото руд по сортам. ч1/Рядовые руды/2539590-1.JPG,coarse|non_talc_bearing
746ba5510810ba4e90f368778d837846,Фото руд по сортам. ч1/Рядовые руды/2544791-1 10x аншлиф.JPG,coarse|non_talc_bearing
2ee63282cbf3fc428cb4a4a619d7c427,Фото руд по сортам. ч1/Рядовые руды/2544791-2 10x аншлиф.JPG,coarse|non_talc_bearing
9ec4184ceb93cd98d83b9c099359c0df,Фото руд по сортам. ч1/Рядовые руды/2544791-2 20x аншлиф.JPG,coarse|non_talc_bearing
8f8858a6a8609b4a17ebb349fff7c39e,Фото руд по сортам. ч1/Рядовые руды/2544793-2 10x аншлиф.JPG,coarse|non_talc_bearing
864626c90ff835559bd9680832dbe06f,Фото руд по сортам. ч1/Рядовые руды/2548036 5x 1.JPG,coarse|non_talc_bearing
efa78eab0f3070e470019017f58103b7,Фото руд по сортам. ч1/Рядовые руды/2548036 5x 2.JPG,coarse|non_talc_bearing
9857d184d15029bc32eb13009e1a8833,Фото руд по сортам. ч1/Рядовые руды/2548037 10x 2.JPG,coarse|non_talc_bearing
4a92b597e46c625df3e9b6545019062a,Фото руд по сортам. ч1/Рядовые руды/2548037 10x 3.JPG,coarse|non_talc_bearing
c037b92922cb57684119f485c534525a,Фото руд по сортам. ч1/Рядовые руды/2550496-1 20x.JPG,coarse|non_talc_bearing
999631af2f063f6968f0269cb95deef2,Фото руд по сортам. ч1/Рядовые руды/2550501-1 20x.JPG,coarse|non_talc_bearing
a60c828f543e005e7ceaf0420852da14,Фото руд по сортам. ч1/Рядовые руды/2550501-2 10x.JPG,coarse|non_talc_bearing
aee779507fdf2411519f8ed4417593c3,Фото руд по сортам. ч1/Рядовые руды/2550501-3 10x (1).JPG,coarse|non_talc_bearing
c454cab0f5b27379c358b5fb6a9e46cc,Фото руд по сортам. ч1/Рядовые руды/2550506-1 5x.JPG,coarse|non_talc_bearing
b052d118386b53bcb5342a1af3c01a4e,Фото руд по сортам. ч1/Рядовые руды/2550506-2 10x.JPG,coarse|non_talc_bearing
81c828b7c9a55fdc313bddef29afb6c1,Фото руд по сортам. ч1/Рядовые руды/2652979 10x 5.JPG,coarse|non_talc_bearing
df6fbcc4dde9a6433b4f8f4a53bc0db4,Фото руд по сортам. ч1/Рядовые руды/2652981 10x 5.JPG,coarse|non_talc_bearing
7e740cd44e69e2e7b362a6e7abb13aa2,Фото руд по сортам. ч1/Рядовые руды/2652982 5x 16.JPG,coarse|non_talc_bearing
310496344072d1b830e64ad099e8c30b,Фото руд по сортам. ч1/Рядовые руды/2652982 5x 2.JPG,coarse|non_talc_bearing
a93a86e1555666b788a401478b86dd97,Фото руд по сортам. ч1/Рядовые руды/2652982 5x 4.JPG,coarse|non_talc_bearing
8130d4560cbab34a7308c9aec74ad9ba,Фото руд по сортам. ч1/Рядовые руды/2652982 5x 7.JPG,coarse|non_talc_bearing
385c8600ab5c00e2a969bb88bd2a56f5,Фото руд по сортам. ч1/Рядовые руды/2652982 5x 9.JPG,coarse|non_talc_bearing
23fb898c07cb4410fe60ae411d1a114b,Фото руд по сортам. ч1/Рядовые руды/DSCN2012.JPG,coarse|non_talc_bearing
76693a8534a813a1f8a1d40e750a4507,Фото руд по сортам. ч1/Рядовые руды/DSCN2059.JPG,coarse|non_talc_bearing
3ab169451b01cad32655416d722f168c,Фото руд по сортам. ч1/Рядовые руды/DSCN2064.JPG,coarse|non_talc_bearing
d2d04ded2a3d97128048b04e7c157543,Фото руд по сортам. ч1/Рядовые руды/DSCN2065.JPG,coarse|non_talc_bearing
a1f222534c0b57be91d67d6ab24c02be,Фото руд по сортам. ч1/Рядовые руды/DSCN2066.JPG,coarse|non_talc_bearing
f7c2a79dbc444aa868cceb7498679004,Фото руд по сортам. ч1/Рядовые руды/DSCN2114.JPG,coarse|non_talc_bearing
c9636a2ccad82356fcabcabb76e016e7,Фото руд по сортам. ч1/Рядовые руды/DSCN2121.JPG,coarse|non_talc_bearing
c9636a2ccad82356fcabcabb76e016e7,Фото руд по сортам. ч2/рядовые/78.JPG,coarse|non_talc_bearing
18906a62e180d8b0bffcfd5be038e8fd,Фото руд по сортам. ч1/Рядовые руды/DSCN2134.JPG,coarse|non_talc_bearing
18906a62e180d8b0bffcfd5be038e8fd,Фото руд по сортам. ч2/рядовые/79.JPG,coarse|non_talc_bearing
4c467df5f4551a5a8bf3c05aeb4b7ae0,Фото руд по сортам. ч1/Рядовые руды/DSCN2151.JPG,coarse|non_talc_bearing
ab79f271aacb7739a8d4ff9454f4e2cc,Фото руд по сортам. ч1/Рядовые руды/DSCN2154.JPG,coarse|non_talc_bearing
b7fdc709a7c92dcb9fe4107102aff457,Фото руд по сортам. ч1/Рядовые руды/DSCN2174.JPG,coarse|non_talc_bearing
b7fdc709a7c92dcb9fe4107102aff457,Фото руд по сортам. ч2/рядовые/83.JPG,coarse|non_talc_bearing
19087c6687cba630e72525cd728dab77,Фото руд по сортам. ч1/Рядовые руды/DSCN2176.JPG,coarse|non_talc_bearing
19087c6687cba630e72525cd728dab77,Фото руд по сортам. ч2/рядовые/84.JPG,coarse|non_talc_bearing
20d18dad51d441902a84c0a5b3e185c2,Фото руд по сортам. ч1/Рядовые руды/DSCN2191.JPG,coarse|non_talc_bearing
2195c5cd27627506befa5be4cc214ba0,Фото руд по сортам. ч1/Рядовые руды/DSCN2258.JPG,coarse|non_talc_bearing
9449eb0c9af62c5744815bf025a0baf2,Фото руд по сортам. ч1/Рядовые руды/DSCN2260.JPG,coarse|non_talc_bearing
934448d9526829391c03b189a16e34b9,Фото руд по сортам. ч1/Рядовые руды/DSCN2261.JPG,coarse|non_talc_bearing
a09a8cdf5c404c1892fdff45cf4a6682,Фото руд по сортам. ч1/Рядовые руды/DSCN2265.JPG,coarse|non_talc_bearing
35a19ad63c9251f81578a74b1fedd41c,Фото руд по сортам. ч1/Рядовые руды/DSCN3800.JPG,coarse|non_talc_bearing
3d3ce955eaf039bd87e7c3de494d97ae,Фото руд по сортам. ч1/Рядовые руды/DSCN3801.JPG,coarse|non_talc_bearing
3d3ce955eaf039bd87e7c3de494d97ae,Фото руд по сортам. ч2/рядовые/101.JPG,coarse|non_talc_bearing
f8cb7eb454c0a96ae31953e67d4e7c94,Фото руд по сортам. ч1/Рядовые руды/DSCN3802.JPG,coarse|non_talc_bearing
f8cb7eb454c0a96ae31953e67d4e7c94,Фото руд по сортам. ч2/рядовые/102.JPG,coarse|non_talc_bearing
49c6a39a2c28f15b682fae221d573618,Фото руд по сортам. ч1/Рядовые руды/DSCN3804.JPG,coarse|non_talc_bearing
49c6a39a2c28f15b682fae221d573618,Фото руд по сортам. ч2/рядовые/103.JPG,coarse|non_talc_bearing
8f01c18a61666fa40480a3da47800a00,Фото руд по сортам. ч1/Рядовые руды/DSCN3805.JPG,coarse|non_talc_bearing
8f01c18a61666fa40480a3da47800a00,Фото руд по сортам. ч2/рядовые/104.JPG,coarse|non_talc_bearing
61de1e9def4b8290679155d3bc645f9d,Фото руд по сортам. ч1/Рядовые руды/DSCN3820.JPG,coarse|non_talc_bearing
e246a88a1cf2a1b1badc31403cac4727,Фото руд по сортам. ч1/Рядовые руды/DSCN3821.JPG,coarse|non_talc_bearing
0e00ddf443ec59f7bd489ba878a75db5,Фото руд по сортам. ч1/Рядовые руды/DSCN3824.JPG,coarse|non_talc_bearing
4c19bb5019f730c54499d2ccefa261f9,Фото руд по сортам. ч1/Рядовые руды/DSCN3827.JPG,coarse|non_talc_bearing
4eb2acd30be62a905fd7cb7aa9f27737,Фото руд по сортам. ч1/Рядовые руды/DSCN3831.JPG,coarse|non_talc_bearing
07ee6c7ff74378f3941e446b3cf8b844,Фото руд по сортам. ч1/Рядовые руды/DSCN3845.JPG,coarse|non_talc_bearing
e1c60fdb6cd3d4470f4b4cff06df114e,Фото руд по сортам. ч1/Рядовые руды/DSCN3859.JPG,coarse|non_talc_bearing
e1c60fdb6cd3d4470f4b4cff06df114e,Фото руд по сортам. ч2/рядовые/114.JPG,coarse|non_talc_bearing
ee9e31f22c4ce008dfdab1c89729c703,Фото руд по сортам. ч1/Рядовые руды/DSCN3866.JPG,coarse|non_talc_bearing
d1db2414676cd5532c6ed9abb19c659a,Фото руд по сортам. ч1/Рядовые руды/DSCN3867.JPG,coarse|non_talc_bearing
91642989c27497db412f734b56cfc967,Фото руд по сортам. ч1/Рядовые руды/DSCN3871.JPG,coarse|non_talc_bearing
f7b0d48b354fd4b9fb2cc4b3a79a43f7,Фото руд по сортам. ч1/Рядовые руды/DSCN3872.JPG,coarse|non_talc_bearing
924c5f5ebe425ba985e28cc97d5fd02d,Фото руд по сортам. ч1/Рядовые руды/DSCN3874.JPG,coarse|non_talc_bearing
924c5f5ebe425ba985e28cc97d5fd02d,Фото руд по сортам. ч2/рядовые/117.JPG,coarse|non_talc_bearing
787271b55e9db0bb17489775f397d490,Фото руд по сортам. ч1/Рядовые руды/DSCN3875.JPG,coarse|non_talc_bearing
787271b55e9db0bb17489775f397d490,Фото руд по сортам. ч2/рядовые/118.JPG,coarse|non_talc_bearing
f83de113462e0f32f560a11145029e2c,Фото руд по сортам. ч1/Рядовые руды/DSCN3899.JPG,coarse|non_talc_bearing
f83de113462e0f32f560a11145029e2c,Фото руд по сортам. ч2/рядовые/120.JPG,coarse|non_talc_bearing
2538bbf0e110fb8488fb4f4f991e86da,Фото руд по сортам. ч1/Рядовые руды/DSCN3902.JPG,coarse|non_talc_bearing
1d44811388dcc8dc9776cdb42f66e342,Фото руд по сортам. ч1/Рядовые руды/DSCN4051.JPG,coarse|non_talc_bearing
1d44811388dcc8dc9776cdb42f66e342,Фото руд по сортам. ч2/рядовые/133.JPG,coarse|non_talc_bearing
bccad950bd5c8512ad60229877b994cd,Фото руд по сортам. ч1/Рядовые руды/DSCN4054.JPG,coarse|non_talc_bearing
bccad950bd5c8512ad60229877b994cd,Фото руд по сортам. ч2/рядовые/135.JPG,coarse|non_talc_bearing
544904509d1480faecb2adcf3c4da093,Фото руд по сортам. ч1/Рядовые руды/DSCN5019.JPG,coarse|non_talc_bearing
448807cefb1854d41dff6ed2503d3405,Фото руд по сортам. ч1/Рядовые руды/DSCN5024.JPG,coarse|non_talc_bearing
688b7d00574d1c5f7c6212ed1a27dc3d,Фото руд по сортам. ч1/Рядовые руды/DSCN5025.JPG,coarse|non_talc_bearing
9ff6b3ef535d343b0313e61c560026aa,Фото руд по сортам. ч1/Рядовые руды/DSCN5179.JPG,coarse|non_talc_bearing
dfc8351482ab53713dd7486208275629,Фото руд по сортам. ч1/Рядовые руды/DSCN5182.JPG,coarse|non_talc_bearing
d8560ec996304e4ffdc4fcb0b96092d8,Фото руд по сортам. ч1/Труднообогатимые руды/2539439-3.JPG,fine|non_talc_bearing
c2f04ced50f298e2ac4f42a517bbfdba,Фото руд по сортам. ч1/Труднообогатимые руды/2539444-1.JPG,fine|non_talc_bearing
cdcd67ab90a2746654c7a48a78bc6ea6,Фото руд по сортам. ч1/Труднообогатимые руды/2539446-2.JPG,fine|non_talc_bearing
5154ebb5e708efd17d1aef8555ed850d,Фото руд по сортам. ч1/Труднообогатимые руды/2539448-2.JPG,fine|non_talc_bearing
7b6cbf0d8e1e7eae052fd1c9b8ac0247,Фото руд по сортам. ч1/Труднообогатимые руды/2539448-3.JPG,fine|non_talc_bearing
0631895b651df97eaa0387e13d0cbd07,Фото руд по сортам. ч1/Труднообогатимые руды/2539586-1.JPG,fine|non_talc_bearing
8dcbe4693fc9c11e6853b3dfeb60f1fc,Фото руд по сортам. ч1/Труднообогатимые руды/2539586-2.JPG,fine|non_talc_bearing
5821e0ccd2fc9cee2f5aa1062ccbd70e,Фото руд по сортам. ч1/Труднообогатимые руды/2539586-3.JPG,fine|non_talc_bearing
42f1a800b77996aa54194d7b0d8dc97d,Фото руд по сортам. ч1/Труднообогатимые руды/2539588-2.JPG,fine|non_talc_bearing
97d77087fce1e5f56b91a608e1a9d75c,Фото руд по сортам. ч1/Труднообогатимые руды/2544796-2 20x аншлиф.JPG,fine|non_talc_bearing
3246e433ee1aeb2ea66df8fb6e5a611d,Фото руд по сортам. ч1/Труднообогатимые руды/2548044 10x 1.JPG,fine|non_talc_bearing
e20fc9b2953deceafb314cee1b996aae,Фото руд по сортам. ч1/Труднообогатимые руды/2548044 10x 2.JPG,fine|non_talc_bearing
8749009945a8895a7639c46123973de3,Фото руд по сортам. ч1/Труднообогатимые руды/2548045 10x 1.JPG,fine|non_talc_bearing
6a5509c2ede05995709e66becdbc2d49,Фото руд по сортам. ч1/Труднообогатимые руды/2548045 20x 1.JPG,fine|non_talc_bearing
82d5d384e3e08d94be323a0616a531f1,Фото руд по сортам. ч1/Труднообогатимые руды/2550379-1 10x.JPG,fine|non_talc_bearing
83e4709ed00183b701a3a301f591722c,Фото руд по сортам. ч1/Труднообогатимые руды/2550383-2 20x.JPG,fine|non_talc_bearing
56fa8dc9899dae2386020e97a13faa0d,Фото руд по сортам. ч1/Труднообогатимые руды/2550483-2 10x.JPG,fine|non_talc_bearing
2a7a1061e52848f4b40188be8eec947e,Фото руд по сортам. ч1/Труднообогатимые руды/2550492- 10x.JPG,fine|non_talc_bearing
